age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
21,4,115420,3,2,8,0,4,1,0,0,50,33,0
52,6,63004,4,2,9,0,1,1,0,0,40,24,0
71,4,200418,10,2,6,0,4,1,0,0,40,33,0
36,2,268205,15,0,2,4,4,0,0,0,52,33,0
30,1,76313,3,2,7,2,0,1,0,0,48,33,0
39,1,110622,15,2,1,5,1,0,0,0,40,24,0
23,4,249087,15,4,5,3,4,0,0,0,40,33,0
55,4,98361,4,2,2,0,4,1,15024,0,50,0,1
42,4,182108,15,4,9,1,4,0,0,0,35,33,0
32,4,154120,3,2,6,0,4,1,7298,0,40,33,1
33,6,188246,15,0,8,1,4,1,0,1590,60,33,0
49,4,107399,3,5,4,4,4,0,0,0,40,33,0
30,4,289458,15,4,9,1,4,0,0,0,40,33,0
32,4,147284,14,2,4,0,4,1,0,0,50,33,1
67,4,101132,11,2,8,0,4,1,1797,0,40,33,0
37,4,412296,3,2,8,0,4,1,0,0,35,19,1
27,4,184493,3,5,11,3,4,0,0,1594,25,33,0
41,2,343079,15,2,2,5,4,0,0,1740,20,33,0
59,4,97213,3,2,10,0,4,1,0,0,40,33,1
53,4,31588,15,2,2,0,4,1,0,0,52,33,1
38,4,31964,12,2,1,0,4,1,0,0,40,33,0
49,4,201127,1,2,6,0,4,1,0,1902,70,33,0
29,4,142249,15,4,4,3,4,1,0,0,40,33,0
67,4,197816,7,2,4,0,4,1,0,1844,70,33,0
26,4,239390,15,4,4,3,4,1,0,0,18,33,0
43,4,409922,15,2,9,0,4,1,0,1977,50,33,1
50,6,401118,3,2,8,0,4,1,99999,0,50,33,1
18,4,212370,3,2,8,0,4,1,0,0,25,33,0
28,2,136643,4,4,2,1,4,0,0,0,50,33,0
22,4,283499,3,4,6,1,4,1,0,0,35,33,0
34,4,27380,15,2,10,0,4,1,0,0,50,33,1
43,4,143583,0,2,11,0,2,1,0,0,40,33,0
32,5,111746,7,2,8,0,4,1,0,0,40,33,0
45,4,135044,3,0,12,1,4,0,0,0,40,33,0
45,2,55377,15,2,2,0,2,1,0,0,40,33,0
42,4,97688,3,2,6,0,4,1,7298,0,40,33,1
21,4,250939,7,4,12,2,4,1,0,0,35,33,0
36,4,112512,8,5,13,4,4,0,0,0,40,19,0
28,4,215955,15,2,9,0,4,1,3103,0,40,33,1
24,4,353010,15,4,1,1,4,1,0,0,10,33,0
35,6,181705,3,2,8,0,4,1,3103,0,40,33,1
38,4,107164,7,2,9,0,4,1,0,0,55,33,1
38,4,159179,3,2,8,0,4,1,0,0,40,33,0
27,4,144808,7,4,1,3,2,0,0,0,40,33,0
52,4,131631,1,5,12,4,2,1,0,0,40,33,0
59,6,178353,3,2,9,0,4,1,0,0,50,33,1
22,0,182771,14,4,0,3,1,1,0,0,20,33,0
24,4,164529,8,4,10,3,2,1,0,0,40,33,0
34,4,228406,7,4,1,4,2,0,0,0,40,33,0
27,4,341672,7,4,1,2,1,1,0,0,40,11,0
46,7,121586,15,2,8,0,4,1,0,0,40,33,0
49,4,141944,14,3,11,4,4,1,0,1380,42,33,0
43,0,96321,3,2,0,0,4,1,0,0,40,33,1
48,6,79001,13,0,5,1,4,0,0,0,40,33,0
18,4,35065,3,4,6,1,2,1,0,0,35,33,0
35,4,343403,7,4,4,1,4,0,0,0,40,33,0
56,1,187873,4,0,1,4,4,0,0,0,40,33,0
29,4,356133,7,4,2,2,4,0,0,0,40,33,0
39,4,177154,15,2,4,0,4,1,15024,0,50,33,1
23,4,255252,3,4,8,3,4,1,0,0,40,33,0
45,4,30840,4,0,2,1,4,1,27828,0,50,33,1
40,4,105794,6,4,2,1,4,0,14084,0,50,33,1
25,4,202203,15,4,1,4,4,0,0,0,60,33,0
27,4,217200,7,4,1,1,4,1,0,0,40,33,0
20,0,232022,7,4,0,3,4,0,0,0,40,33,0
41,4,174373,3,2,4,0,4,1,0,0,30,33,1
23,4,409230,15,4,4,1,4,1,0,0,25,33,0
70,0,26990,3,2,0,0,4,1,0,0,60,33,0
25,4,323229,15,4,1,1,4,1,0,0,40,33,0
59,4,157749,15,6,9,4,4,1,0,3004,40,33,1
76,5,99328,15,2,10,0,4,1,6514,0,40,33,1
21,4,307315,7,4,1,4,4,1,0,0,40,33,0
24,4,83141,7,5,13,1,4,1,0,1876,40,33,0
44,4,328561,14,2,1,2,4,0,0,0,20,33,0
56,4,178202,7,2,12,0,4,1,0,0,40,33,0
38,4,168322,3,2,6,0,4,1,0,0,60,33,0
20,4,146538,3,2,12,0,4,1,0,0,40,33,0
23,4,52753,3,4,12,1,4,1,0,0,50,33,0
31,4,118161,3,2,13,0,4,1,0,0,40,33,0
39,4,323385,7,2,9,0,4,1,0,0,70,33,0
53,1,321865,4,2,9,0,4,1,0,0,40,33,1
29,4,196243,3,4,12,1,4,0,0,0,40,33,0
18,0,387871,0,4,0,3,4,1,0,0,30,33,0
41,2,488706,7,2,11,0,4,1,0,0,40,33,0
49,5,119565,4,2,4,0,4,1,0,0,40,33,1
41,4,104334,7,2,4,0,4,1,0,0,50,33,1
44,4,160261,3,2,13,0,1,1,0,2377,35,9,0
19,4,194608,12,4,11,3,4,0,0,0,40,33,0
22,4,204935,3,4,12,3,4,1,0,0,40,33,0
39,4,352248,13,2,1,0,4,1,0,0,40,33,0
50,5,140516,15,2,1,0,4,1,0,0,40,33,0
19,4,172582,7,4,4,3,4,1,0,0,30,33,0
28,4,207513,15,2,4,0,4,1,7298,0,42,33,1
50,4,271160,7,0,4,1,4,0,0,0,40,33,0
41,7,47902,15,2,1,0,4,1,0,0,50,33,1
24,4,221442,7,0,13,1,4,0,0,0,36,33,0
33,2,292217,3,0,3,4,4,1,0,0,40,33,0
25,4,90291,15,4,9,3,4,1,0,0,40,33,0
43,4,266324,3,2,8,0,4,1,0,1902,99,33,1
39,6,343476,15,2,2,0,4,1,15024,0,50,17,1
27,7,431637,6,4,2,1,4,1,0,0,70,33,0
30,4,289442,15,4,9,1,4,1,0,0,40,33,0
45,6,138962,7,2,9,0,1,1,0,0,72,0,0
25,4,353795,7,2,1,5,2,0,3103,0,40,33,1
59,4,24244,7,0,13,1,4,0,0,0,40,33,0
48,4,102092,3,2,8,0,4,1,0,0,40,33,0
30,2,211654,4,2,2,0,4,1,0,0,40,33,1
31,4,291702,3,2,8,0,4,1,0,0,40,33,0
47,4,107460,3,5,9,4,4,0,0,0,37,33,0
22,4,74631,7,4,11,3,4,0,0,0,13,33,0
38,4,108140,15,0,5,2,4,1,0,0,40,33,0
21,0,96844,3,2,0,2,4,0,0,0,40,33,0
21,4,188923,3,4,13,3,4,0,0,0,25,33,0
20,4,325033,8,4,13,3,2,1,0,0,35,33,1
70,0,118630,14,6,0,4,4,0,0,0,35,33,0
50,4,167065,15,2,9,0,4,1,0,0,40,33,1
17,4,275051,1,4,1,3,4,0,0,0,8,33,0
61,4,101265,7,0,1,4,4,0,0,0,43,33,0
59,4,47534,4,0,9,1,4,0,0,0,45,33,1
60,2,227232,3,6,9,4,4,0,0,0,40,33,0
28,4,171356,7,4,4,3,4,1,0,0,55,33,0
38,5,206951,3,2,9,0,4,1,0,0,65,33,0
42,4,211940,7,4,6,1,2,1,0,0,40,33,0
41,4,210591,3,2,12,0,4,1,0,0,40,33,0
63,4,187919,4,2,2,0,4,1,5013,0,45,33,0
35,4,198202,3,4,9,1,4,0,0,0,54,33,0
29,4,184078,3,4,13,2,4,0,0,0,40,33,0
22,4,382199,15,2,4,0,4,1,0,0,40,33,0
34,4,202822,4,4,5,4,2,0,0,0,40,0,0
29,4,209301,15,2,8,0,4,1,0,0,40,12,0
26,4,31350,1,4,10,1,4,1,0,0,50,33,0
23,4,129583,3,4,11,3,2,0,0,0,16,33,0
31,4,175985,7,0,9,1,4,0,0,0,50,33,0
31,4,271162,1,4,9,3,4,1,0,0,40,33,0
67,0,163726,10,2,0,0,4,1,0,0,49,33,0
48,4,173243,2,2,2,0,4,1,0,0,45,33,1
60,4,308608,3,2,4,0,4,1,0,0,50,33,0
17,0,48610,3,4,0,3,4,1,0,0,14,33,0
37,4,124293,7,2,1,0,4,1,0,0,50,33,0
34,4,84119,3,4,8,3,4,1,0,0,40,33,0
73,4,145570,11,2,4,0,4,1,0,0,35,33,1
38,4,172927,3,2,4,0,4,1,0,0,50,33,0
53,4,234721,1,2,11,0,2,1,0,0,40,33,0
19,0,117201,7,4,0,3,4,1,0,0,22,33,0
53,4,113995,15,2,9,0,4,1,0,0,45,33,1
43,4,69758,13,2,5,0,1,1,0,0,40,33,0
25,7,156848,3,2,3,3,4,1,0,0,35,33,0
46,4,146919,3,5,4,1,4,0,0,0,40,33,0
23,4,233280,15,0,1,1,4,0,8614,0,70,33,1
48,4,160220,14,2,4,0,4,1,0,0,40,33,1
59,4,110820,3,0,8,1,4,1,0,0,38,33,1
45,2,164427,15,0,2,4,4,0,0,0,40,33,0
28,2,133136,4,4,2,1,4,1,0,0,35,33,0
32,4,87643,15,2,4,0,4,1,0,0,40,33,0
50,4,134680,3,4,13,1,4,1,0,0,40,33,0
37,4,271013,3,0,11,1,4,1,0,0,40,33,0
25,4,181528,4,4,9,1,4,0,0,0,43,33,0
35,4,128516,3,2,9,5,4,0,0,0,45,33,0
24,4,321435,15,2,10,0,4,1,0,0,35,33,1
34,7,32174,3,5,13,1,4,0,0,0,40,33,0
28,4,232782,7,4,1,1,4,0,0,0,40,33,0
25,2,167835,15,2,2,5,4,0,0,0,38,33,1
17,0,89870,0,4,0,3,4,1,0,0,40,33,0
18,0,215463,8,4,0,3,4,0,0,0,25,33,0
40,4,199303,3,2,8,0,4,1,0,0,40,33,0
37,4,194630,3,0,8,1,4,1,0,0,50,33,0
22,5,269583,11,2,8,0,4,1,2580,0,40,33,0
30,4,356015,1,3,11,1,0,1,0,0,40,19,0
22,4,333910,7,4,5,1,4,0,0,0,43,33,0
25,4,284061,7,4,5,1,4,1,0,0,45,33,0
31,4,176360,3,4,8,3,2,1,0,0,40,33,0
24,4,176566,13,2,2,5,4,0,3103,0,40,33,1
43,2,233865,3,2,9,0,4,1,0,0,40,33,1
36,4,51100,7,2,8,0,4,1,0,0,40,33,0
37,4,265038,7,2,6,0,4,1,0,0,50,33,0
31,6,252752,3,2,13,5,4,0,0,2415,40,33,1
65,4,165609,3,2,13,0,4,1,0,0,32,33,0
55,6,202652,14,2,4,5,4,0,0,0,30,33,0
22,4,137862,7,4,1,2,4,0,0,0,16,33,0
38,7,134069,4,2,9,0,4,1,7298,0,60,33,1
36,4,558344,3,4,13,1,2,1,0,0,48,33,0
46,2,359193,7,0,1,4,4,0,0,0,45,33,0
45,4,68896,3,2,12,0,2,1,0,0,48,0,0
38,6,245090,12,2,8,0,4,1,0,0,40,19,0
54,2,249949,7,0,9,2,2,0,0,0,40,33,0
41,4,200652,12,0,13,2,4,0,0,0,35,33,0
47,4,189680,3,5,8,4,4,1,0,0,40,33,1
33,4,311194,1,4,4,4,2,0,0,0,17,33,0
31,1,108464,13,2,5,0,4,1,0,0,40,33,0
26,1,276075,7,2,1,0,2,1,0,0,40,33,0
27,4,62082,15,4,4,3,3,1,0,0,38,33,0
28,4,162994,15,2,5,0,4,1,0,0,40,33,0
39,2,344855,4,2,2,5,4,0,0,1977,20,33,1
23,4,292264,7,2,4,0,4,1,0,0,40,33,0
28,4,356555,7,2,9,0,4,1,0,0,48,33,0
50,4,260052,15,0,9,4,4,1,15020,0,40,33,1
72,4,76206,12,2,4,0,4,1,0,0,16,33,0
39,4,258276,15,2,5,0,1,1,3137,0,40,0,0
40,4,374764,7,0,11,1,4,1,0,0,40,33,0
74,0,104661,7,6,0,1,4,0,0,0,12,33,0
45,4,338105,15,2,1,0,1,1,0,0,40,24,0
38,2,236687,7,4,2,3,4,1,0,0,40,33,0
20,7,223515,13,4,13,3,4,1,0,1719,20,33,0
49,4,90579,3,2,8,0,2,1,5013,0,50,33,0
65,0,273569,3,6,0,4,4,1,0,0,40,33,0
40,0,180362,15,4,0,3,4,0,0,0,40,33,0
44,4,353396,15,2,2,0,4,1,0,0,45,33,0
36,4,176634,15,2,4,5,4,0,0,0,35,33,1
35,4,330664,3,0,6,1,4,1,0,0,40,33,0
45,4,178341,4,2,2,0,4,1,0,0,50,33,0
37,4,359796,7,0,4,1,2,1,0,0,40,33,0
31,5,243165,3,2,4,0,4,1,0,0,50,33,1
21,4,119673,7,4,13,1,4,0,0,0,30,33,0
28,4,352451,11,5,12,4,2,0,0,0,40,33,0
28,6,398918,15,4,2,1,4,1,0,0,50,33,1
34,4,163110,4,2,4,0,4,1,0,0,40,33,0
23,4,192812,15,4,5,3,4,0,0,0,40,33,0
71,4,148003,15,0,4,1,4,0,0,1911,38,33,1
17,4,204018,1,4,4,4,4,1,0,0,15,33,0
21,4,250647,7,4,1,2,4,1,0,0,30,20,0
27,4,176514,15,4,1,1,4,0,0,0,40,33,0
38,7,143517,15,4,9,3,4,1,0,0,40,33,0
67,6,124470,3,2,10,0,4,1,0,0,60,33,0
68,4,535762,7,2,1,0,4,1,0,1844,10,33,0
22,4,206815,3,4,4,4,4,0,0,0,40,22,0
23,4,199884,3,4,1,4,4,0,0,0,45,33,0
36,4,186819,13,2,8,0,4,1,0,0,52,33,1
29,4,185908,15,2,9,0,2,1,0,0,55,33,1
35,6,295127,7,0,10,4,4,1,0,0,50,33,0
20,4,352139,7,0,13,3,4,0,0,0,29,33,0
52,1,35546,3,2,5,0,4,1,0,0,40,33,0
24,4,257621,15,4,9,1,4,0,0,0,40,33,0
28,4,246933,3,4,4,3,4,1,0,0,40,33,0
46,6,80914,4,0,9,1,4,1,0,0,30,33,0
29,4,164040,3,2,13,0,4,1,0,0,40,33,0
25,4,344804,10,3,11,2,4,1,0,0,40,19,0
55,4,163083,15,5,9,1,4,1,14084,0,45,33,1
56,4,133025,3,2,6,0,4,1,0,0,50,33,0
62,6,113440,15,2,2,0,4,1,15024,0,40,33,1
22,4,400966,7,4,1,3,4,0,0,0,40,33,0
27,4,428030,15,4,8,1,4,1,0,0,50,33,0
30,4,103642,1,2,8,0,4,1,0,0,40,33,0
17,4,413557,1,4,1,3,4,0,0,0,32,33,0
31,4,179186,15,2,4,0,2,1,0,0,90,33,1
41,2,575442,7,0,8,1,4,1,0,0,40,33,0
27,1,276776,7,2,5,0,4,1,0,0,40,33,1
42,4,79036,3,0,11,4,4,1,0,0,40,33,0
19,2,268722,7,4,4,2,4,0,0,0,20,33,0
48,4,175070,3,0,9,1,4,0,0,2258,40,33,1
20,4,180052,7,4,13,3,4,1,0,0,22,33,0
43,4,228456,13,0,9,1,2,1,0,0,40,33,0
41,4,36699,7,0,9,1,4,1,4650,0,40,33,0
32,4,263908,15,2,2,0,4,1,0,0,40,33,0
46,4,117849,4,2,9,0,4,1,99999,0,50,33,1
36,4,111377,0,2,8,0,4,1,0,0,40,33,0
27,4,220754,3,4,1,1,4,0,0,0,70,33,0
51,4,224207,7,2,4,0,4,1,0,0,40,33,1
30,4,232356,15,2,9,0,4,1,0,0,40,33,1
33,4,188352,4,4,2,1,2,1,0,0,50,33,0
39,4,135162,8,2,8,0,4,1,0,0,45,33,0
47,4,24723,0,0,9,1,0,0,0,0,45,33,0
25,4,209286,7,2,8,0,4,1,0,0,40,33,0
23,4,242912,7,4,13,3,4,0,4650,0,40,33,0
36,1,192150,3,0,1,4,4,0,0,0,40,33,0
29,4,113464,3,4,6,2,3,1,0,0,40,38,0
67,5,147377,3,2,9,0,4,1,0,0,45,33,0
53,4,29658,3,2,8,0,4,1,0,0,40,33,1
31,4,173279,15,2,5,0,1,1,0,0,40,33,1
35,4,117567,3,0,8,1,4,1,0,0,40,33,0
53,4,141388,1,2,8,0,4,1,0,0,40,33,0
34,4,157886,13,5,13,4,4,0,0,0,40,33,0
24,4,128061,3,4,13,3,4,0,594,0,15,33,0
32,6,197867,14,0,4,4,4,1,0,0,50,33,0
50,4,330142,7,2,13,0,4,1,0,0,44,33,0
23,4,176724,1,2,12,0,4,1,0,0,40,27,0
55,4,135803,15,2,9,0,3,1,0,1579,35,11,0
29,4,214689,15,4,9,1,4,1,0,0,40,33,0
35,4,278553,15,2,2,0,2,1,0,0,38,33,0
30,4,231620,15,4,4,1,4,0,0,0,40,19,0
38,4,150057,15,0,4,3,4,1,0,0,50,33,0
55,4,327406,7,0,4,1,4,1,0,0,65,33,1
23,4,117606,15,4,2,1,4,0,0,0,40,33,0
38,4,169104,4,2,9,0,4,1,0,0,60,33,1
51,4,125796,1,5,13,1,2,0,0,0,40,16,0
61,4,29059,3,0,4,4,4,0,0,2754,25,33,0
48,6,28791,3,2,4,5,4,0,0,0,50,33,0
30,4,171889,6,4,5,3,4,0,0,0,24,33,0
46,4,107737,7,2,4,0,4,1,0,0,40,33,0
68,0,192052,7,2,0,5,4,0,0,2457,40,33,0
57,7,68830,3,0,9,1,4,0,0,0,50,33,0
18,0,298133,7,4,0,3,4,1,0,0,40,33,0
43,5,150533,3,2,4,0,4,1,0,0,68,33,1
41,4,297186,3,2,6,5,4,0,0,0,40,33,0
22,4,230704,13,4,11,3,2,1,0,0,20,16,0
54,4,181132,3,2,12,0,4,1,0,0,40,41,1
62,0,123992,3,2,0,0,4,1,0,0,40,33,0
28,4,188171,13,4,6,3,4,1,0,0,60,33,0
37,4,73199,3,2,11,0,1,1,0,0,40,33,1
59,1,115842,3,2,2,0,4,1,0,0,40,33,0
28,4,513719,3,5,8,3,4,1,0,0,40,33,0
63,5,215833,3,2,9,0,4,1,0,0,40,33,1
43,4,102895,7,0,2,1,4,1,0,0,40,33,0
28,4,328923,3,4,1,2,4,0,0,0,38,33,0
39,4,211154,3,2,6,0,4,1,0,0,55,33,0
40,4,156526,15,2,9,0,4,1,0,0,40,33,0
27,7,176727,15,4,2,1,4,1,0,0,40,33,0
35,4,171327,3,2,8,0,4,1,0,0,40,33,0
24,4,141003,7,4,9,3,4,1,0,0,25,33,0
20,4,161092,7,4,11,3,4,1,0,0,40,33,0
45,6,32172,7,4,10,1,4,1,0,0,50,33,0
20,4,191948,3,2,13,2,4,0,0,0,40,33,0
31,4,168521,15,4,9,4,4,0,0,0,50,33,0
45,5,61885,15,2,9,0,4,1,15024,0,48,33,1
19,4,301606,7,4,13,3,2,1,0,0,35,33,0
37,4,178948,15,2,9,5,4,0,7688,0,45,33,1
40,1,544792,7,2,10,0,4,1,0,0,40,33,0
46,1,44706,15,0,2,4,4,0,0,0,50,33,1
44,6,179557,3,2,9,0,4,1,0,1977,45,33,1
43,4,146770,3,3,1,4,4,0,0,0,40,33,0
34,4,183557,3,5,1,1,4,0,0,0,20,33,0
64,6,30664,14,2,10,0,4,1,0,0,30,33,0
64,4,166843,3,6,13,2,4,1,0,0,28,33,0
18,4,208103,1,4,13,2,4,1,0,0,25,33,0
54,1,57679,3,4,1,4,2,1,0,0,40,33,0
56,6,99479,7,2,4,0,4,1,5013,0,46,33,0
17,4,81010,1,4,4,3,4,0,0,0,20,33,0
41,4,253759,3,4,4,4,2,0,0,0,40,33,0
41,4,253189,7,2,8,0,4,1,0,0,40,33,0
47,4,161676,1,4,6,1,2,1,0,0,40,33,0
26,4,50053,15,4,2,1,4,1,0,0,37,33,0
29,4,185386,10,4,11,1,4,1,0,0,42,19,0
67,6,106143,2,2,4,0,4,1,20051,0,40,33,1
24,4,283613,15,2,2,0,4,1,0,0,40,33,0
21,4,64520,3,4,4,1,4,1,0,0,55,33,0
26,4,226196,3,4,6,3,4,1,0,0,40,33,0
39,4,167482,3,2,13,0,4,1,0,0,60,33,1
50,4,207367,7,3,13,1,4,0,0,0,40,37,0
43,6,174090,3,2,1,5,4,0,0,0,20,33,1
48,4,155509,7,4,8,1,2,0,0,0,40,33,0
29,2,152461,15,4,5,1,4,0,0,0,42,33,0
28,4,72443,7,4,9,1,4,1,0,1669,60,33,0
24,4,104146,15,4,2,3,1,1,0,0,40,33,0
17,4,225106,0,4,13,3,4,0,0,1602,18,33,0
40,7,119578,15,4,2,4,4,0,0,0,20,33,0
31,4,109020,15,4,2,4,3,1,0,0,40,33,0
30,4,80625,15,4,9,1,4,1,0,0,40,33,0
49,7,142856,3,2,2,0,4,1,0,0,40,33,1
47,7,224149,15,0,9,1,4,0,0,0,40,33,1
36,4,178322,3,0,6,4,4,1,0,0,40,33,0
23,4,55674,15,4,3,1,4,0,2907,0,40,33,0
22,7,121471,15,4,2,1,4,0,0,0,40,33,0
18,4,334676,3,4,11,3,4,1,0,0,25,33,0
18,4,165316,3,4,6,3,4,1,0,0,30,33,0
23,4,255685,7,4,11,1,2,1,0,0,25,33,0
31,4,111567,15,2,9,0,4,1,0,0,70,33,1
66,2,154171,7,6,12,1,4,1,0,0,20,33,0
60,4,297261,7,6,4,1,4,0,0,0,15,33,0
74,6,292915,15,2,9,0,4,1,0,1825,12,33,1
32,7,253354,4,2,2,0,4,1,0,0,50,33,0
40,4,320451,15,2,5,0,1,1,0,0,40,0,1
31,4,103435,15,2,4,0,4,1,0,0,50,33,1
59,4,102193,3,2,6,0,4,1,0,0,45,33,0
36,4,175130,1,0,6,4,4,0,0,0,40,33,0
17,0,371316,0,4,0,3,4,1,0,0,25,33,0
45,0,51164,7,2,0,5,2,0,0,0,40,33,0
26,4,102476,7,4,13,3,4,1,0,0,40,33,0
54,0,410114,3,2,0,0,4,1,0,0,40,33,0
23,4,112819,3,4,12,3,4,1,0,0,40,33,0
22,4,171538,3,0,13,3,4,0,0,0,35,33,0
21,4,185582,7,4,4,3,4,1,0,0,43,33,0
19,4,279968,3,4,1,1,4,0,0,0,42,33,0
46,2,121370,3,0,1,4,4,0,0,0,30,33,0
18,4,119655,8,4,1,3,4,0,0,0,12,33,0
34,4,232475,7,0,9,1,4,1,0,0,50,33,0
23,4,191878,7,4,4,3,2,0,0,0,38,0,0
30,0,121775,14,4,0,1,4,1,0,0,30,33,0
38,4,109594,15,0,4,1,4,0,0,0,70,33,1
60,0,164730,15,2,0,0,4,1,0,0,40,33,0
32,4,154571,7,4,13,2,1,1,0,0,40,0,0
17,4,91931,1,4,4,3,4,0,0,0,23,33,0
24,4,359828,15,2,2,0,4,1,0,0,44,33,1
55,4,116442,3,4,4,1,4,1,0,0,38,33,0
30,4,164190,3,2,9,0,4,1,0,0,40,33,1
50,4,23686,7,2,1,2,4,0,0,0,35,33,1
58,7,280519,3,0,13,3,2,1,0,0,40,33,0
36,4,484024,3,0,12,4,4,1,0,0,40,33,0
25,4,311124,6,4,2,1,4,0,0,0,20,33,0
34,4,125279,3,2,6,0,4,1,0,0,40,33,0
39,4,157641,15,0,1,4,4,0,0,0,40,33,0
56,4,253854,7,2,2,0,4,1,0,0,40,33,1
42,4,161510,15,2,4,0,4,1,7298,0,40,33,1
39,5,116358,15,2,4,0,1,1,7688,0,40,0,1
38,6,245090,15,2,5,0,4,1,0,0,50,33,1
44,4,379919,13,2,10,0,4,1,0,0,60,33,1
40,4,98466,1,2,8,0,4,1,0,0,50,33,0
41,4,144947,15,0,9,4,2,0,0,0,40,33,0
24,0,95862,3,4,0,1,4,0,0,0,40,33,0
32,6,109282,7,4,2,1,4,1,0,0,60,33,0
46,2,117310,15,2,2,5,4,0,0,0,21,33,1
25,4,193820,4,4,2,3,4,0,0,0,40,33,0
65,4,187493,4,2,2,0,4,1,20051,0,40,3,1
45,4,323798,15,2,9,0,4,1,7298,0,53,33,1
22,4,174461,15,4,1,1,4,0,0,0,40,33,0
32,4,186788,3,2,6,0,4,1,0,0,40,33,0
46,4,192203,7,2,11,0,4,1,0,0,40,33,0
34,4,251521,4,2,2,5,4,0,0,0,40,33,1
29,4,207473,11,2,6,0,4,1,0,0,40,19,0
41,5,56019,6,2,2,0,1,1,99999,0,50,11,1
23,4,39615,7,4,11,3,4,1,0,0,10,33,0
23,4,42251,15,4,9,1,4,0,0,0,45,33,0
43,4,196158,7,0,1,4,4,0,0,0,38,33,0
20,0,304076,1,4,0,3,2,0,0,0,20,33,0
30,4,184290,15,4,4,1,4,1,0,0,55,33,0
44,4,186790,4,2,9,0,4,1,0,0,48,33,0
26,4,168251,3,4,13,3,2,1,0,0,40,33,0
42,4,68469,3,2,8,0,4,1,0,0,40,33,0
36,4,131808,3,2,12,0,4,1,4386,0,40,33,1
41,4,95168,3,4,12,4,2,0,0,0,40,33,0
31,4,157289,15,4,2,1,4,1,0,0,52,33,0
35,4,207568,0,4,13,3,4,1,0,0,40,33,0
29,4,116372,15,4,4,1,4,0,0,0,50,33,1
33,5,201763,15,2,4,0,4,1,0,0,50,33,1
44,4,110355,15,2,9,0,4,1,0,0,40,33,1
57,6,287229,3,2,8,0,4,1,0,0,48,33,1
51,6,165001,4,0,9,4,4,1,25236,0,50,33,1
43,4,115562,15,2,9,0,4,1,99999,0,50,33,1
38,4,238721,13,0,9,4,2,0,0,0,40,33,0
49,6,130206,3,0,13,1,4,0,0,0,40,33,0
29,7,267989,15,2,2,0,4,1,0,0,50,33,1
46,4,121168,3,0,8,1,4,0,0,0,40,33,0
35,4,185556,4,2,2,0,4,1,0,1887,40,33,1
60,0,225894,5,6,0,1,4,0,0,0,40,5,0
29,4,144784,3,4,13,1,2,0,0,0,40,33,0
63,4,175777,0,5,12,1,2,1,0,0,40,33,0
27,4,104017,15,2,2,5,4,0,0,1628,50,33,0
66,0,78375,3,2,0,0,4,1,0,0,50,33,0
31,4,113364,13,2,12,0,4,1,0,0,20,33,0
48,5,200471,15,2,9,0,4,1,0,0,40,33,1
53,4,335481,3,2,1,5,2,0,0,0,32,33,0
30,4,205916,3,4,12,2,2,1,0,0,40,33,0
20,4,55465,3,4,13,3,4,1,0,0,35,33,0
35,4,204527,4,4,8,1,4,1,0,0,50,33,1
36,4,292380,7,2,9,0,2,1,0,0,10,33,0
27,2,163320,13,4,3,3,4,1,0,0,40,33,0
24,4,236696,7,4,13,1,4,1,0,0,30,33,0
22,4,332657,7,4,2,1,4,0,0,0,40,33,0
19,4,142219,7,4,1,3,4,0,0,0,30,33,0
50,4,257933,7,0,1,1,4,0,0,0,40,33,0
25,4,29020,13,0,1,1,2,0,0,0,45,33,0
37,4,246677,3,5,2,4,4,0,0,0,38,33,0
39,0,110342,3,2,0,5,4,0,0,0,50,33,0
29,4,173113,15,2,5,0,4,1,0,0,40,33,0
46,4,215943,3,0,2,4,4,0,0,0,40,33,0
40,4,195617,7,5,9,4,4,0,0,0,20,33,0
22,1,32950,7,2,4,0,4,1,0,1902,37,33,0
25,4,252752,3,4,13,4,4,0,0,0,40,33,0
25,4,262656,13,4,4,3,4,0,0,0,40,33,0
63,4,145985,3,2,8,0,4,1,0,0,40,33,0
26,4,140649,15,2,9,0,4,1,0,0,40,33,0
23,4,361481,0,2,13,0,4,1,0,0,40,0,0
45,4,199625,7,0,2,4,4,0,0,0,20,33,0
29,4,312845,3,0,13,4,4,0,0,0,30,33,0
32,4,93283,14,4,13,1,4,1,0,0,40,33,0
25,4,125159,13,2,11,0,2,1,0,0,40,16,0
31,4,36222,3,5,11,1,4,1,0,0,65,33,0
20,0,30796,3,4,0,3,4,0,0,0,20,33,0
42,4,149823,7,2,8,0,4,1,0,0,40,33,0
55,4,118993,7,5,9,4,4,0,0,0,10,33,0
38,7,149135,13,4,1,1,2,1,0,0,40,33,0
53,4,231919,3,2,12,0,4,1,0,0,45,33,0
26,4,236008,14,0,2,4,4,0,0,0,40,33,0
34,4,362787,3,4,12,4,2,0,0,0,40,33,0
39,4,160120,7,4,12,2,1,1,0,0,40,24,0
36,4,130589,7,0,9,1,4,1,0,0,45,33,0
44,1,220563,7,2,5,0,4,1,0,0,40,33,0
31,4,188108,3,4,8,3,4,1,4101,0,40,33,0
50,4,143953,3,2,4,0,4,1,0,0,65,33,1
72,4,109385,9,2,13,0,2,1,0,0,36,33,0
